Company Name,Industry,Metro Area,Million/Billion,State,% Growth,Rank,Revenue
The Ticket Group,Consumer Products & Services,Los Angeles,Million,California,2.57,"1,487",24
After Action Medical and Dental Supply,Health,"Indianapolis, IN",Million,Indiana,2.57,"1,488",3
McIlveen Family Law Firm,Consumer Products & Services,Charlotte,Million,North Carolina,2.56,"1,489",2
Home Base Appraisal Management,Real Estate,Salt Lake City,Million,Utah,2.56,"1,490",9
JLab Audio,Consumer Products & Services,San Diego,Million,California,2.56,"1,491",29
SCORE A SCORE,Media,Los Angeles,Million,California,2.56,"1,492",2
Clever Girls,Advertising & Marketing,San Francisco,Million,California,2.56,"1,493",6
Amyx,Government Services,"Washington, DC",Million,Virginia,2.56,"1,494",33
Apex Energy Solutions,Construction,"Indianapolis, IN",Million,Indiana,2.55,"1,495",2
ASB Resources,IT Services,New York City,Million,New Jersey,2.55,"1,496",2
Maison Drake,Retail,"Orlando, FL",Million,Florida,2.55,"1,497",5
Proactive,Construction,"Springfield, MA",Million,Massachusetts,2.55,"1,498",5
Sourcefuse,IT Services,"Jacksonville, FL",Million,Florida,2.55,"1,499",2
Fruitables Pet Food,Food & Beverage,Dallas,Million,Texas,2.54,"1,500",10
Executech,IT Services,Salt Lake City,Million,Utah,2.54,"1,501",10
PitchBook,Financial Services,Seattle,Million,Washington,2.54,"1,502",25
InteliSecure,Security,Denver,Million,Colorado,2.54,"1,503",14
Firstronic,Manufacturing,"Grand Rapids-Wyoming, MI",Million,Michigan,2.53,"1,504",29
Abenity,Business Products & Services,Nashville,Million,Tennessee,2.53,"1,505",3
Huntington Industrial Partners,Real Estate,Denver,Million,Colorado,2.53,"1,506",7
All Things BBQ,Retail,"Wichita, KS",Million,Kansas,2.53,"1,507",5
Zev Technologies,Consumer Products & Services,"Oxnard-Thousand Oaks-Ventura, CA",Million,California,2.52,"1,508",7
Key Lime Interactive,Advertising & Marketing,Miami,Million,Florida,2.52,"1,509",4
PhishLabs,Security,"Charleston-North Charleston, SC",Million,South Carolina,2.52,"1,510",7
"Synchrogenix, A Certara Company",Health,Philadelphia,Million,Delaware,2.51,"1,511",32
Real Wealth Network,Real Estate,San Francisco,Million,California,2.51,"1,512",4
Birch Communications,Telecommunications,Atlanta,Million,Georgia,2.51,"1,513",591
Skratch Labs,Food & Beverage,"Boulder, CO",Million,Colorado,2.5,"1,514",5
Rock Solid Internet & Telephone,Telecommunications,"San Antonio-New Braunfels, TX",Million,Texas,2.5,"1,515",4
POTENZA,Advertising & Marketing,"Lafayette, LA",Million,Louisiana,2.5,"1,516",7
Brandito,Advertising & Marketing,"Richmond, VA",Million,Virginia,2.5,"1,517",3
Michigan Custom Machines,Manufacturing,Detroit,Million,Michigan,2.5,"1,518",14
Pine Hill Group,Financial Services,Philadelphia,Million,Pennsylvania,2.49,"1,519",18
Dhaliwal Labs,Manufacturing,Dallas,Million,Texas,2.49,"1,520",29
CrossCountry Consulting,Financial Services,"Washington, DC",Million,Virginia,2.49,"1,521",44
Tailgate Guys,Travel & Hospitality,"Auburn-Opelika, AL",Million,Alabama,2.49,"1,522",5
Renatus,Education,"Ogden-Clearfield, UT",Million,Utah,2.49,"1,523",12
Social Media link,Advertising & Marketing,New York City,Million,New York,2.49,"1,524",7
NT Concepts,IT Services,"Washington, DC",Million,Virginia,2.49,"1,525",85
Integrity Express Logistics,Logistics & Transportation,Cincinnati,Million,Ohio,2.49,"1,526",121
Health Carousel,Health,Cincinnati,Million,Ohio,2.49,"1,527",57
Tashmo Ko Co dba Serendipity Catering,Food & Beverage,Denver,Million,Colorado,2.49,"1,528",4
STAPLEGUN,Advertising & Marketing,"Oklahoma City, OK",Million,Oklahoma,2.48,"1,529",7
SevOne,Software,Boston,Million,Massachusetts,2.48,"1,530",89
Mission Critical Facilities International,IT Services,Austin,Million,Texas,2.48,"1,531",6
SBG Technology Solutions,Government Services,"Washington, DC",Million,Virginia,2.48,"1,532",34
SWG,Computer Hardware,"Scranton--Wilkes-Barre--Hazleton, PA",Million,Pennsylvania,2.48,"1,533",5
Raizlabs,Software,Boston,Million,Massachusetts,2.48,"1,534",8
Likeable Local,Software,New York City,Million,New York,2.48,"1,535",2
newmedia,Software,Denver,Million,Colorado,2.48,"1,536",4
Technical Assurance,Business Products & Services,Cleveland,Million,Ohio,2.47,"1,537",13
Azzur Group,Health,Philadelphia,Million,Pennsylvania,2.47,"1,538",23
Real Strategic,Software,Miami,Million,Florida,2.47,"1,539",4
Spearhead Staffing,Health,New York City,Million,New Jersey,2.47,"1,540",3
Top Notch Networking,IT Services,"Riverside-San Bernardino-Ontario, CA",Million,California,2.47,"1,541",3
Brydge,Computer Hardware,"Heber, UT",Million,Utah,2.47,"1,542",3
ClearCompany,Human Resources,Boston,Million,Massachusetts,2.47,"1,543",5
Ameex Technologies,IT Services,Chicago,Million,Illinois,2.47,"1,544",5
Capitol Home Health,Health,Austin,Million,Texas,2.47,"1,545",7
ARIIX,Consumer Products & Services,Salt Lake City,Million,Utah,2.46,"1,546",112
Tar Heel Basement,Construction,"Winston-Salem, NC",Million,North Carolina,2.46,"1,547",7
Crown Laboratories,Manufacturing,"Johnson City, TN",Million,Tennessee,2.46,"1,548",34
BlueBolt,Business Products & Services,Chicago,Million,Illinois,2.46,"1,549",3
Spokeo,Consumer Products & Services,Los Angeles,Million,California,2.46,"1,550",79
Trinity Logistics Agency,Logistics & Transportation,"St. Cloud, MN",Million,Minnesota,2.45,"1,551",7
TRIUNE INFOMATICS,IT Services,San Francisco,Million,California,2.45,"1,552",7
ANNUITAS,Business Products & Services,Atlanta,Million,Georgia,2.45,"1,553",4
INCREMENTOR,Business Products & Services,New York City,Million,New York,2.45,"1,554",2
American Eagle Protective Services,Security,Austin,Million,Texas,2.45,"1,555",100
The HCI Group,Health,"Jacksonville, FL",Million,Florida,2.44,"1,556",87
Northwest Mattress Distributors,Consumer Products & Services,"Riverside-San Bernardino-Ontario, CA",Million,California,2.44,"1,557",3
Central Research,Government Services,"Fayetteville-Springdale-Rogers, AR-MO",Million,Arkansas,2.44,"1,558",17
Eight Bit Studios,Software,Chicago,Million,Illinois,2.43,"1,559",2
BridgePhase,IT Services,"Washington, DC",Million,Virginia,2.43,"1,560",8
Hotels for Hope,Travel & Hospitality,Austin,Million,Texas,2.43,"1,561",3
McDonnell and Associates,Consumer Products & Services,"Columbia, SC",Million,South Carolina,2.43,"1,562",15
Breakthrough Technologies,Software,Chicago,Million,Illinois,2.43,"1,563",18
Accurate Background,Human Resources,Los Angeles,Million,California,2.42,"1,564",74
Boa Logistics,Logistics & Transportation,Los Angeles,Million,California,2.42,"1,565",8
GonLED,Energy,Los Angeles,Million,California,2.42,"1,566",2
Makosi,Financial Services,New York City,Million,New York,2.42,"1,567",15
Defense Engineering,Government Services,"Dayton, OH",Million,Ohio,2.41,"1,568",7
Somerset Landscape,Business Products & Services,Phoenix,Million,Arizona,2.41,"1,569",31
New Signature,IT Services,"Washington, DC",Million,District of Columbia,2.41,"1,570",28
Your Location Lubrication,Business Products & Services,"Lakeland-Winter Haven, FL",Million,Florida,2.4,"1,571",3
R2 Unified Technologies,IT Services,Miami,Million,Florida,2.4,"1,572",15
360 Digital Imaging Solutions,Business Products & Services,San Diego,Million,California,2.4,"1,573",8
The Denzel Group,IT Services,"Allentown-Bethlehem-Easton, PA-NJ",Million,Pennsylvania,2.4,"1,574",2
Real Thread,Consumer Products & Services,"Orlando, FL",Million,Florida,2.4,"1,575",4
Fora Financial,Financial Services,New York City,Million,New York,2.4,"1,576",34
Clearent,Financial Services,"St. Louis, MO-IL",Million,Missouri,2.4,"1,577",160
The Rage,Retail,Nashville,Million,Tennessee,2.39,"1,578",2
Computer Network Support & Service,IT Services,Los Angeles,Million,California,2.39,"1,579",9
Source1 Purchasing,Business Products & Services,Miami,Million,Florida,2.39,"1,580",6
James Enterprise,Consumer Products & Services,"Pueblo, CO",Million,Colorado,2.39,"1,581",14
Nothing Bundt Cakes,Food & Beverage,Dallas,Million,Texas,2.39,"1,582",115
Trinity Logistics USA,Logistics & Transportation,New York City,Million,New York,2.38,"1,583",31
SPHERE Technology Solutions,IT Services,New York City,Million,New Jersey,2.38,"1,584",6
Emagine IT,Government Services,"Washington, DC",Million,Virginia,2.38,"1,585",39
Sunrise Detox Centers,Health,Miami,Million,Florida,2.38,"1,586",70
Zoom Techincal Services,Business Products & Services,Boston,Million,Massachusetts,2.38,"1,587",6
Sway Group,Advertising & Marketing,San Francisco,Million,California,2.38,"1,588",5
BayFirst Solutions,Government Services,"Washington, DC",Million,District of Columbia,2.38,"1,589",43
Pinnacle Transplant Technologies,Health,Phoenix,Million,Arizona,2.37,"1,590",13
CE-SOLUTIONS,Human Resources,Philadelphia,Million,Pennsylvania,2.37,"1,591",9
Motivate Design,Business Products & Services,New York City,Million,New York,2.37,"1,592",4
Sentar,Government Services,"Huntsville, AL",Million,Alabama,2.37,"1,593",24
Sabre88,Government Services,New York City,Million,New Jersey,2.37,"1,594",3
OpenRoad Lending,Financial Services,Dallas,Million,Texas,2.37,"1,595",15
Sun Broadcast Group,Media,New York City,Million,New York,2.37,"1,596",9
Clarisoft Technologies,Software,"Rochester, NY",Million,New York,2.36,"1,597",2
A Wireless,Telecommunications,"Greenville, NC",Million,North Carolina,2.36,"1,598",782
HyGen Pharmaceuticals,Health,Seattle,Million,Washington,2.36,"1,599",27
SearchPros Solutions,Human Resources,"Sacramento--Roseville--Arden-Arcade, CA",Million,California,2.36,"1,600",32
Benzer Pharmacy,Health,Tampa,Million,Florida,2.36,"1,601",125
T-Star Luxury Ground Transportation,Logistics & Transportation,"Memphis, TN-MS-AR",Million,Tennessee,2.35,"1,602",2
NEW YORK GLOBAL CONSULTANTS,IT Services,New York City,Million,New York,2.35,"1,603",5
Festivals Unlimited,Food & Beverage,Cincinnati,Million,Ohio,2.35,"1,604",4
ABMCG,IT Services,"Orlando, FL",Million,Florida,2.35,"1,605",3
L&E Research,Advertising & Marketing,"Raleigh, NC",Million,North Carolina,2.34,"1,606",11
Title Boxing Club,Health,"Kansas City, MO-KS",Million,Kansas,2.34,"1,607",62
Kovarus,IT Services,San Francisco,Million,California,2.34,"1,608",217
WGI,Engineering,Miami,Million,Florida,2.34,"1,609",51
Blackford Capital,Financial Services,"Grand Rapids-Wyoming, MI",Million,Michigan,2.33,"1,610",9
Paragon Architecture,Business Products & Services,"Springfield, MO",Million,Missouri,2.33,"1,611",2
KFW Engineers & Surveying,Engineering,"San Antonio-New Braunfels, TX",Million,Texas,2.33,"1,612",11
BlackLine,Software,Los Angeles,Million,California,2.33,"1,613",84
Hedgehog Development,IT Services,New York City,Million,New York,2.33,"1,614",9
Vast Bridges,Advertising & Marketing,"Jacksonville, FL",Million,Florida,2.33,"1,615",3
City Sounds of NY,Education,New York City,Million,New York,2.33,"1,616",5
Stop Aging Now,Health,"Washington, DC",Million,Maryland,2.33,"1,617",27
Kastech,IT Services,Houston,Million,Texas,2.33,"1,618",12
WebpageFX,Advertising & Marketing,"Harrisburg-Carlisle, PA",Million,Pennsylvania,2.32,"1,619",11
CivicSolar,Energy,San Francisco,Million,California,2.32,"1,620",62
Solar Solution,Energy,"Washington, DC",Million,District of Columbia,2.32,"1,621",10
Edge Homes,Construction,"Provo-Orem, UT",Million,Utah,2.32,"1,622",234
Complete Network Support,IT Services,"Albany-Schenectady-Troy, NY",Million,New York,2.32,"1,623",3
Biotrans,Logistics & Transportation,Boston,Million,Massachusetts,2.32,"1,624",4
Member Benefits,Insurance,"Jacksonville, FL",Million,Florida,2.31,"1,625",5
Grand Avenue Realty & Lending,Real Estate,Los Angeles,Million,California,2.31,"1,626",5
PayNorthwest,Human Resources,Seattle,Million,Washington,2.31,"1,627",3
Nix Companies,Manufacturing,"Evansville, IN-KY",Million,Indiana,2.31,"1,628",4
Behavioral Health Works,Health,Los Angeles,Million,California,2.31,"1,629",9
NoHo Hospitality Group,Food & Beverage,New York City,Million,New York,2.31,"1,630",67
Charles IT,IT Services,"Hartford-West Hartford-East Hartford, CT",Million,Connecticut,2.31,"1,631",3
Business Information Technology Solutions,IT Services,"Washington, DC",Million,Virginia,2.3,"1,632",22
JWB Real Estate Capital,Real Estate,"Jacksonville, FL",Million,Florida,2.3,"1,633",57
iUnlimited Investigative Services,Security,"Sacramento--Roseville--Arden-Arcade, CA",Million,California,2.3,"1,634",10
Wholesale Boutique,Consumer Products & Services,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Million,South Carolina,2.3,"1,635",16
Benchmark Realty,Real Estate,Nashville,Million,Tennessee,2.29,"1,636",43
Abbeville Dental Health Management,Health,"Lubbock, TX",Million,Texas,2.29,"1,637",21
Pure Air Control Services,Environmental Services,Tampa,Million,Florida,2.29,"1,638",7
SeQuel Response,Advertising & Marketing,Minneapolis,Million,Minnesota,2.29,"1,639",27
Nexigen,IT Services,Cincinnati,Million,Kentucky,2.29,"1,640",5
Kajabi,Software,Los Angeles,Million,California,2.28,"1,641",7
Lifestyle Publications,Media,"Kansas City, MO-KS",Million,Kansas,2.28,"1,642",8
Durante Rentals,Construction,New York City,Million,New York,2.28,"1,643",16
Isom Global Strategies,Advertising & Marketing,"Washington, DC",Million,District of Columbia,2.28,"1,644",3
ThinkSys,IT Services,San Jose,Million,California,2.28,"1,645",2
geoAMPS,Software,"Columbus, OH",Million,Ohio,2.28,"1,646",5
BBR Creative,Advertising & Marketing,"Lafayette, LA",Million,Louisiana,2.28,"1,647",8
TrueIT,IT Services,"Fargo, ND-MN",Million,North Dakota,2.28,"1,648",2
Swoon Group,Human Resources,Chicago,Million,Illinois,2.28,"1,649",27
PCi Tec,Government Services,,Million,Virginia,2.28,"1,650",115
The Spice Lab,Food & Beverage,Miami,Million,Florida,2.28,"1,651",7
Bell & Barksdale Holdings,Retail,"Washington, DC",Million,Virginia,2.28,"1,652",2
Dreamline Modular Homes,Construction,Boston,Million,Massachusetts,2.27,"1,653",9
McKee Homes,Construction,"Fayetteville, NC",Million,North Carolina,2.27,"1,654",35
Halvik,IT Services,"Washington, DC",Million,Virginia,2.27,"1,655",15
KRG Technologies,IT Services,Los Angeles,Million,California,2.26,"1,656",53
AcousticSheep,Consumer Products & Services,"Erie, PA",Million,Pennsylvania,2.26,"1,657",4
Nuvera Life Science Consulting,Business Products & Services,New York City,Million,New Jersey,2.26,"1,658",7
Ellis Air Systems,Construction,"Killeen-Temple, TX",Million,Texas,2.26,"1,659",7
WillowTree,Software,"Charlottesville, VA",Million,Virginia,2.26,"1,660",13
Access Information Management,Business Products & Services,San Jose,Million,California,2.26,"1,661",194
Dzone,Software,"Raleigh, NC",Million,North Carolina,2.26,"1,662",6
ThreeBridge Solutions,IT Services,Minneapolis,Million,Minnesota,2.25,"1,663",46
Global Healing Center,Health,Houston,Million,Texas,2.25,"1,664",16
Atlas Research,Government Services,"Washington, DC",Million,District of Columbia,2.25,"1,665",21
BIRKA,Construction,Miami,Million,Florida,2.24,"1,666",5
DECO Lighting,Manufacturing,Los Angeles,Million,California,2.24,"1,667",33
Fuel Medical Group,Health,"Portland, OR",Million,Washington,2.24,"1,668",11
MAC Aerospace,Government Services,"Washington, DC",Million,Virginia,2.24,"1,669",10
RP Funding,Financial Services,"Orlando, FL",Million,Florida,2.23,"1,670",39
Venture Technologies,Security,"Jackson, MS",Million,Mississippi,2.23,"1,671",123
Flat River Group,Logistics & Transportation,"Ionia, MI",Million,Michigan,2.23,"1,672",46
Revel Global Events,Travel & Hospitality,Chicago,Million,Illinois,2.23,"1,673",8
Servesys,IT Services,Dallas,Million,Texas,2.23,"1,674",7
Techwave Consulting,IT Services,Philadelphia,Million,Pennsylvania,2.23,"1,675",31
Starnes Publishing,Media,"Birmingham-Hoover, AL",Million,Alabama,2.23,"1,676",2
North Pacific Properties,Real Estate,Seattle,Million,Washington,2.22,"1,677",4
Maneri Agraz Enterprises,Energy,Houston,Million,Texas,2.22,"1,678",7
Snapshot Interactive,Advertising & Marketing,Nashville,Million,Tennessee,2.22,"1,679",3
Irrevo,Business Products & Services,Seattle,Million,Washington,2.22,"1,680",3
SmartFlyer,Travel & Hospitality,New York City,Million,New York,2.22,"1,681",112
PosiGen,Energy,"New Orleans-Metairie, LA",Million,Louisiana,2.22,"1,682",51
Native Hawaiian Veterans,Government Services,"Urban Honolulu, HI",Million,Hawaii,2.22,"1,683",33
Allegheny Science & Technology,Government Services,"Fairmont, WV",Million,West Virginia,2.21,"1,684",20
Special Aerospace Services,Engineering,"Boulder, CO",Million,Colorado,2.21,"1,685",8
Capital Teas,Food & Beverage,Baltimore,Million,Maryland,2.2,"1,686",4
Coastal Management Solutions,Government Services,"Virginia Beach-Norfolk-Newport News, VA-NC",Million,Virginia,2.2,"1,687",40
Mavenspire,IT Services,Baltimore,Million,Maryland,2.2,"1,688",12
MedMatica Consulting Associates,Health,Philadelphia,Million,Pennsylvania,2.2,"1,689",13
Code42,Software,Minneapolis,Million,Minnesota,2.2,"1,690",84
Medicus Solutions,IT Services,Atlanta,Million,Georgia,2.19,"1,691",5
Base4,Construction,Miami,Million,Florida,2.19,"1,692",3
XIM Inc,IT Services,San Francisco,Million,California,2.19,"1,693",24
RE 360,Real Estate,"Pittsburgh, PA",Million,Pennsylvania,2.19,"1,694",3
DAS Health,Health,Tampa,Million,Florida,2.19,"1,695",11
X5 Networks,IT Services,Philadelphia,Million,Delaware,2.19,"1,696",2
